"","Plant","Flowers","Date","lon","lat","ele","Month","Year","julian"
"313","Columnea picta",1,2014-10-07,-78.593457,0.115413,1740,"October","2014",280
"314","Gasteranthus quitensis",12,2015-10-20,-78.597677,0.120156,1950,"October","2015",293
"315","Columnea medicinalis",1,2016-10-18,-78.591201,0.130119,2250,"October","2016",292
"316","Gasteranthus quitensis",1,2016-12-14,-78.597223,0.116454,1870,"December","2016",349
"317","Glossoloma oblongicalyx",1,2016-05-10,-78.585549,0.129371,2340,"May","2016",131
"318","Columnea medicinalis",2,2015-06-23,-78.596564,0.122789,2000,"June","2015",174
"319","Besleria solanoides",40,2016-07-29,-78.596682,0.12262,2000,"July","2016",211
"320","Columnea picta",1,2015-09-12,-78.634425,0.11595,1380,"September","2015",255
"321","Columnea kucyniakii",1,2014-01-08,-78.595239,0.114824,1780,"January","2014",8
"322","Drymonia teuscheri",6,2016-10-18,-78.591182,0.130261,2250,"October","2016",292
"323","Besleria solanoides",1,2015-05-13,-78.5962,0.115725,1830,"May","2015",133
"324","Glossoloma oblongicalyx",1,2016-05-10,-78.585485,0.129285,2350,"May","2016",131
"325","Besleria solanoides",25,2015-10-20,-78.597697,0.120296,1950,"October","2015",293
"326","Gasteranthus quitensis",12,2016-12-14,-78.597305,0.116467,1880,"December","2016",349
"327","Columnea ciliata",1,2014-03-08,-78.629041,0.106357,1630,"March","2014",67
"328","Besleria solanoides",2,2015-06-23,-78.596472,0.122684,2010,"June","2015",174
"329","Besleria solanoides",12,2016-06-22,-78.594756,0.12731,2120,"June","2016",174
"330","Besleria solanoides",4,2016-06-22,-78.594756,0.12731,2120,"June","2016",174
"331","Glossoloma purpureum",3,2015-08-09,-78.632366,0.113377,1380,"August","2015",221
"332","Drymonia teuscheri",1,2015-01-18,-78.592447,0.129415,2200,"January","2015",18
"333","Gasteranthus quitensis",2,2014-10-07,-78.593666,0.115619,1730,"October","2014",280
"334","Besleria solanoides",45,2015-10-20,-78.597701,0.120299,1950,"October","2015",293
"335","Besleria solanoides",50,2015-10-20,-78.597701,0.120299,1950,"October","2015",293
"336","Glossoloma oblongicalyx",2,2016-05-10,-78.585408,0.129165,2350,"May","2016",131
"337","Besleria solanoides",3,2016-06-22,-78.594637,0.127365,2130,"June","2016",174
"338","Columnea medicinalis",3,2016-07-29,-78.596597,0.122835,2010,"July","2016",211
"339","Drymonia teuscheri",2,2015-01-18,-78.592338,0.129423,2200,"January","2015",18
"340","Besleria solanoides",18,2015-10-20,-78.597646,0.120529,1950,"October","2015",293
"341","Besleria solanoides",15,2015-10-20,-78.597646,0.120529,1950,"October","2015",293
"342","Glossoloma oblongicalyx",1,2016-10-18,-78.591099,0.130494,2260,"October","2016",292
"343","Gasteranthus lateralis",3,2014-11-06,-78.583039,0.128498,2420,"November","2014",310
"344","Kohleria affinis",20,2015-03-11,-78.597645,0.120729,1960,"March","2015",70
"345","Columnea medicinalis",1,2015-06-23,-78.596365,0.122617,2010,"June","2015",174
"346","Columnea strigosa",1,2016-06-22,-78.594531,0.127464,2130,"June","2016",174
"347","Columnea medicinalis",4,2016-07-29,-78.596591,0.122754,2010,"July","2016",211
"348","Columnea kucyniakii",3,2015-01-13,-78.598372,0.117923,1940,"January","2015",13
"349","Columnea kucyniakii",1,2015-01-13,-78.598372,0.117923,1940,"January","2015",13
"350","Columnea kucyniakii",4,2015-01-13,-78.598372,0.117923,1940,"January","2015",13
"351","Gasteranthus quitensis",1,2015-10-20,-78.593338,0.115413,1730,"October","2015",293
"352","Besleria solanoides",3,2016-10-17,-78.597652,0.120686,1940,"October","2016",291
"353","Columnea kucyniakii",5,2014-02-27,-78.598334,0.118127,1950,"February","2014",58
"354","Gasteranthus quitensis",6,2016-08-27,-78.628696,0.106455,1630,"August","2016",240
"355","Gasteranthus quitensis",1,2014-01-08,-78.595973,0.115226,1800,"January","2014",8
"356","Columnea medicinalis",1,2015-01-18,-78.592129,0.129602,2210,"January","2015",18
"357","Besleria solanoides",45,2014-10-07,-78.593677,0.115648,1730,"October","2014",280
"358","Besleria solanoides",36,2015-10-20,-78.597648,0.120565,1950,"October","2015",293
"359","Columnea kucyniakii",2,2014-03-08,-78.629583,0.105952,1650,"March","2014",67
"360","Kohleria affinis",11,2015-03-11,-78.597647,0.120736,1960,"March","2015",70
"361","Besleria solanoides",6,2015-05-13,-78.596973,0.116293,1850,"May","2015",133
"362","Glossoloma oblongicalyx",1,2016-05-10,-78.58529,0.129032,2360,"May","2016",131
"363","Columnea medicinalis",1,2016-07-29,-78.59648,0.122672,2010,"July","2016",211
"364","Drymonia teuscheri",3,2016-09-05,-78.591549,0.130285,2240,"September","2016",249
"365","Gasteranthus lateralis",2,2016-09-05,-78.591549,0.130285,2240,"September","2016",249
"366","Glossoloma oblongicalyx",1,2015-01-18,-78.59203,0.129606,2220,"January","2015",18
"367","Glossoloma oblongicalyx",1,2016-10-18,-78.590992,0.130699,2260,"October","2016",292
"368","Drymonia teuscheri",2,2014-11-06,-78.582622,0.128417,2440,"November","2014",310
"369","Columnea kucyniakii",3,2016-12-14,-78.598899,0.117021,1950,"December","2016",349
"370","Besleria solanoides",48,2015-10-20,-78.597627,0.120665,1950,"October","2015",293
"371","Gasteranthus lateralis",1,2016-10-18,-78.59097,0.130713,2260,"October","2016",292
"372","Glossoloma oblongicalyx",2,2016-10-18,-78.59097,0.130713,2260,"October","2016",292
"373","Columnea ciliata",1,2014-03-08,-78.629261,0.10458,1680,"March","2014",67
"374","Glossoloma oblongicalyx",1,2016-05-10,-78.585274,0.128935,2370,"May","2016",131
"375","Columnea medicinalis",1,2015-01-18,-78.59196,0.129715,2220,"January","2015",18
"376","Besleria solanoides",96,2015-10-20,-78.597642,0.120819,1950,"October","2015",293
"377","Glossoloma oblongicalyx",4,2016-10-18,-78.590852,0.130853,2270,"October","2016",292
"378","Columnea kucyniakii",4,2014-03-08,-78.628699,0.104487,1710,"March","2014",67
"379","Kohleria affinis",6,2015-03-11,-78.59755,0.121069,1970,"March","2015",70
"380","Besleria solanoides",10,2015-06-24,-78.594911,0.127215,2120,"June","2015",175
"381","Glossoloma oblongicalyx",3,2016-09-05,-78.591349,0.130241,2240,"September","2016",249
"382","Besleria solanoides",180,2015-10-20,-78.597566,0.120929,1960,"October","2015",293
"383","Besleria solanoides",20,2015-10-20,-78.597566,0.120929,1960,"October","2015",293
"384","Besleria solanoides",50,2015-10-20,-78.597566,0.120929,1960,"October","2015",293
"385","Besleria solanoides",140,2015-10-20,-78.597566,0.120929,1960,"October","2015",293
"386","Glossoloma oblongicalyx",5,2016-10-18,-78.590824,0.130922,2270,"October","2016",292
"387","Glossoloma oblongicalyx",1,2014-11-06,-78.582133,0.128469,2450,"November","2014",310
"388","Columnea ciliata",2,2014-03-08,-78.628674,0.104507,1710,"March","2014",67
"389","Kohleria affinis",20,2015-03-11,-78.597264,0.121405,1980,"March","2015",70
"390","Glossoloma oblongicalyx",1,2016-05-10,-78.585202,0.128924,2370,"May","2016",131
"391","Besleria solanoides",4,2015-06-24,-78.594884,0.127245,2110,"June","2015",175
"392","Glossoloma oblongicalyx",2,2016-09-05,-78.591307,0.130222,2240,"September","2016",249
"393","Besleria solanoides",140,2015-10-20,-78.59761,0.120994,1960,"October","2015",293
"394","Besleria solanoides",75,2015-10-20,-78.59761,0.120994,1960,"October","2015",293
"395","Glossoloma oblongicalyx",1,2014-11-06,-78.582096,0.128491,2450,"November","2014",310
"396","Columnea kucyniakii",2,2014-03-08,-78.629275,0.104022,1680,"March","2014",67
"397","Kohleria affinis",1,2015-03-11,-78.597208,0.121476,1980,"March","2015",70
"398","Kohleria affinis",4,2015-03-11,-78.597208,0.121476,1980,"March","2015",70
"399","Columnea strigosa",2,2016-05-10,-78.58515,0.128612,2390,"May","2016",131
"400","Besleria solanoides",64,2015-06-24,-78.594842,0.127278,2120,"June","2015",175
"401","Besleria solanoides",40,2015-06-24,-78.594842,0.127278,2120,"June","2015",175
"402","Gasteranthus quitensis",1,2014-01-08,-78.59683,0.116293,1850,"January","2014",8
"403","Besleria solanoides",70,2015-10-20,-78.597555,0.121074,1960,"October","2015",293
"404","Besleria solanoides",36,2015-10-20,-78.597555,0.121074,1960,"October","2015",293
"405","Besleria solanoides",56,2015-10-20,-78.597555,0.121074,1960,"October","2015",293
"406","Glossoloma oblongicalyx",2,2016-10-18,-78.590713,0.131018,2270,"October","2016",292
"407","Glossoloma oblongicalyx",2,2014-11-06,-78.582026,0.128518,2450,"November","2014",310
"408","Columnea picta",1,2014-03-08,-78.62928,0.103971,1670,"March","2014",67
"409","Columnea medicinalis",1,2014-04-27,-78.629296,0.105239,1660,"April","2014",117
"410","Besleria solanoides",45,2015-06-24,-78.594735,0.127322,2120,"June","2015",175
"411","Besleria solanoides",9,2015-06-24,-78.594735,0.127322,2120,"June","2015",175
"412","Columnea medicinalis",6,2016-06-22,-78.593935,0.128393,2130,"June","2016",174
"413","Columnea picta",1,2015-09-12,-78.632479,0.114013,1380,"September","2015",255
"414","Besleria solanoides",250,2015-10-20,-78.59755,0.121104,1960,"October","2015",293
"415","Kohleria affinis",2,2015-03-11,-78.597082,0.121612,1980,"March","2015",70
"416","Columnea mastersonii",5,2014-04-27,-78.629218,0.104927,1690,"April","2014",117
"417","Drymonia teuscheri",8,2016-07-30,-78.58638,0.130178,2310,"July","2016",212
"418","Glossoloma oblongicalyx",1,2016-09-05,-78.591208,0.130323,2250,"September","2016",249
"419","Gasteranthus quitensis",3,2014-01-08,-78.596897,0.116308,1850,"January","2014",8
"420","Besleria solanoides",200,2015-10-20,-78.597548,0.121155,1960,"October","2015",293
"421","Columnea mastersonii",1,2014-04-27,-78.629191,0.104821,1700,"April","2014",117
"422","Besleria solanoides",12,2015-05-13,-78.599097,0.116796,1950,"May","2015",133
"423","Columnea strigosa",2,2015-06-24,-78.594553,0.127483,2120,"June","2015",175
"424","Columnea picta",2,2014-07-24,-78.635025,0.116648,1380,"July","2014",205
"425","Glossoloma oblongicalyx",1,2016-07-30,-78.586311,0.130131,2310,"July","2016",212
"426","Besleria solanoides",100,2015-10-20,-78.597475,0.121264,1960,"October","2015",293
"427","Gasteranthus lateralis",1,2016-10-18,-78.586386,0.13015,2300,"October","2016",292
"428","Glossoloma oblongicalyx",1,2016-10-18,-78.586386,0.13015,2300,"October","2016",292
"429","Columnea mastersonii",1,2014-04-27,-78.629006,0.104467,1700,"April","2014",117
"430","Besleria solanoides",14,2015-05-13,-78.599009,0.11684,1950,"May","2015",133
"431","Glossoloma oblongicalyx",1,2016-07-30,-78.586309,0.130113,2310,"July","2016",212
"432","Glossoloma oblongicalyx",1,2016-09-05,-78.591013,0.130678,2250,"September","2016",249
"433","Columnea kucyniakii",4,2015-01-13,-78.598339,0.118076,1940,"January","2015",13
"434","Columnea kucyniakii",2,2015-01-13,-78.598339,0.118076,1940,"January","2015",13
"435","Columnea medicinalis",2,2015-01-13,-78.598339,0.118076,1940,"January","2015",13
"436","Gasteranthus quitensis",1,2015-10-20,-78.59419,0.115022,1730,"October","2015",293
"437","Besleria solanoides",180,2015-10-20,-78.59419,0.115022,1730,"October","2015",293
"438","Besleria solanoides",12,2016-10-17,-78.59764,0.120728,1940,"October","2016",291
"439","Besleria solanoides",10,2016-10-17,-78.59764,0.120728,1940,"October","2016",291
"440","Besleria solanoides",2,2016-10-17,-78.59764,0.120728,1940,"October","2016",291
"441","Besleria solanoides",120,2014-11-05,-78.596789,0.116318,1860,"November","2014",309
"442","Gasteranthus quitensis",1,2014-02-27,-78.598329,0.118271,1950,"February","2014",58
"443","Gasteranthus quitensis",2,2016-06-11,-78.629057,0.107441,1570,"June","2016",163
"444","Glossoloma oblongicalyx",2,2016-07-28,-78.591452,0.130214,2240,"July","2016",210
"445","Gasteranthus quitensis",6,2016-08-27,-78.628757,0.106474,1630,"August","2016",240
"446","Besleria solanoides",6,2014-09-24,-78.59499,0.114917,1780,"September","2014",267
"447","Besleria solanoides",6,2014-10-07,-78.5937,0.114767,1740,"October","2014",280
"448","Columnea mastersonii",1,2014-04-27,-78.629005,0.104447,1700,"April","2014",117
"449","Columnea medicinalis",1,2016-06-22,-78.59371,0.128746,2130,"June","2016",174
"450","Glossoloma oblongicalyx",2,2016-07-30,-78.586221,0.130062,2310,"July","2016",212
"451","Besleria solanoides",49,2015-10-20,-78.597471,0.12131,1970,"October","2015",293
"452","Besleria solanoides",40,2015-10-20,-78.597471,0.12131,1970,"October","2015",293
"453","Besleria solanoides",25,2015-10-20,-78.597471,0.12131,1970,"October","2015",293
"454","Glossoloma oblongicalyx",2,2014-11-06,-78.581442,0.128718,2470,"November","2014",310
"455","Columnea ciliata",1,2014-03-10,-78.599113,0.116791,1960,"March","2014",69
"456","Kohleria affinis",5,2015-03-11,-78.596787,0.122368,2000,"March","2015",70
"457","Columnea mastersonii",6,2014-04-27,-78.628994,0.104245,1700,"April","2014",117
"458","Columnea mastersonii",4,2014-04-27,-78.628994,0.104245,1700,"April","2014",117
"459","Columnea mastersonii",2,2014-04-27,-78.628994,0.104245,1700,"April","2014",117
"460","Besleria solanoides",2,2015-05-13,-78.598914,0.117055,1950,"May","2015",133
"461","Glossoloma oblongicalyx",1,2016-06-22,-78.593689,0.128776,2130,"June","2016",174
"462","Glossoloma oblongicalyx",2,2016-06-22,-78.593689,0.128776,2130,"June","2016",174
"463","Glossoloma oblongicalyx",1,2016-07-30,-78.58623,0.130089,2320,"July","2016",212
"464","Glossoloma oblongicalyx",2,2016-09-05,-78.590941,0.130786,2260,"September","2016",249
"465","Columnea kucyniakii",4,2014-01-08,-78.599265,0.116687,1960,"January","2014",8
"466","Besleria solanoides",10,2014-10-07,-78.593816,0.1147,1740,"October","2014",280
"467","Besleria solanoides",30,2014-10-07,-78.593816,0.1147,1740,"October","2014",280
"468","Besleria solanoides",28,2015-10-20,-78.597424,0.121365,1970,"October","2015",293
"469","Besleria solanoides",18,2015-10-20,-78.597424,0.121365,1970,"October","2015",293
"470","Besleria solanoides",9,2014-06-18,-78.596941,0.116336,1850,"June","2014",169
"471","Besleria solanoides",25,2015-06-24,-78.594316,0.127887,2130,"June","2015",175
"472","Glossoloma oblongicalyx",1,2016-07-30,-78.586206,0.129973,2320,"July","2016",212
"473","Glossoloma oblongicalyx",2,2016-09-05,-78.590839,0.130851,2260,"September","2016",249
"474","Columnea kucyniakii",2,2014-01-08,-78.599221,0.11679,1950,"January","2014",8
"475","Columnea medicinalis",2,2015-01-18,-78.591188,0.130139,2260,"January","2015",18
"476","Besleria solanoides",40,2015-10-20,-78.597383,0.121415,1970,"October","2015",293
"477","Besleria solanoides",25,2015-10-20,-78.597383,0.121415,1970,"October","2015",293
"478","Columnea ciliata",5,2014-03-10,-78.598958,0.116897,1960,"March","2014",69
"479","Kohleria affinis",5,2014-03-10,-78.598958,0.116897,1960,"March","2014",69
"480","Kohleria affinis",48,2015-03-11,-78.596702,0.122456,2000,"March","2015",70
"481","Glossoloma oblongicalyx",1,2016-05-10,-78.583911,0.128328,2400,"May","2016",131
"482","Columnea medicinalis",1,2015-06-24,-78.594252,0.127987,2130,"June","2015",175
"483","Glossoloma oblongicalyx",3,2016-07-30,-78.586189,0.129952,2320,"July","2016",212
"484","Columnea mastersonii",1,2015-09-12,-78.629055,0.107805,1570,"September","2015",255
"485","Glossoloma oblongicalyx",1,2016-09-05,-78.590809,0.130892,2260,"September","2016",249
"486","Columnea kucyniakii",4,2014-01-08,-78.599103,0.116819,1950,"January","2014",8
"487","Columnea kucyniakii",6,2014-01-08,-78.599103,0.116819,1950,"January","2014",8
"488","Columnea kucyniakii",6,2014-01-08,-78.599103,0.116819,1950,"January","2014",8
"489","Glossoloma oblongicalyx",1,2016-10-18,-78.586288,0.130126,2310,"October","2016",292
"490","Columnea ciliata",8,2014-03-10,-78.598905,0.116989,1950,"March","2014",69
"491","Kohleria affinis",14,2015-03-11,-78.596625,0.122572,2000,"March","2015",70
"492","Glossoloma oblongicalyx",6,2016-07-30,-78.586079,0.129952,2330,"July","2016",212
"493","Columnea mastersonii",4,2015-09-12,-78.628897,0.107878,1570,"September","2015",255
"494","Glossoloma oblongicalyx",2,2016-09-05,-78.5908,0.130908,2260,"September","2016",249
"495","Columnea kucyniakii",2,2014-01-08,-78.599081,0.116839,1960,"January","2014",8
"496","Besleria solanoides",40,2015-10-20,-78.597244,0.121449,1980,"October","2015",293
"497","Besleria solanoides",120,2015-10-20,-78.597244,0.121449,1980,"October","2015",293
"498","Besleria solanoides",5,2014-11-07,-78.599763,0.116685,1950,"November","2014",311
"499","Besleria solanoides",4,2014-11-07,-78.599763,0.116685,1950,"November","2014",311
"500","Drymonia collegarum",6,2014-03-10,-78.598842,0.117174,1950,"March","2014",69
"501","Columnea medicinalis",1,2015-03-11,-78.596638,0.12272,2010,"March","2015",70
"502","Besleria solanoides",50,2015-05-13,-78.598827,0.117319,1950,"May","2015",133
"503","Drymonia teuscheri",4,2016-05-10,-78.583754,0.128363,2400,"May","2016",131
"504","Glossoloma oblongicalyx",1,2016-09-05,-78.590796,0.130916,2260,"September","2016",249
"505","Columnea kucyniakii",1,2014-01-08,-78.598917,0.116943,1950,"January","2014",8
"506","Kohleria affinis",2,2015-01-18,-78.590939,0.13076,2270,"January","2015",18
"507","Columnea medicinalis",2,2015-10-20,-78.597227,0.121477,1980,"October","2015",293
"508","Columnea medicinalis",2,2015-03-11,-78.596613,0.122721,2010,"March","2015",70
"509","Columnea kucyniakii",3,2014-01-08,-78.598917,0.116956,1950,"January","2014",8
"510","Drymonia teuscheri",2,2015-01-18,-78.590821,0.130856,2280,"January","2015",18
"511","Besleria solanoides",50,2014-11-07,-78.599362,0.116661,1950,"November","2014",311
"512","Columnea medicinalis",1,2015-03-11,-78.596523,0.122672,2010,"March","2015",70
"513","Besleria solanoides",150,2014-10-07,-78.594404,0.114847,1750,"October","2014",280
"514","Drymonia collegarum",8,2014-03-10,-78.598665,0.117625,1950,"March","2014",69
"515","Besleria solanoides",5,2016-06-22,-78.593251,0.129098,2150,"June","2016",174
"516","Besleria solanoides",4,2014-11-07,-78.599094,0.116792,1950,"November","2014",311
"517","Besleria solanoides",80,2014-11-07,-78.599094,0.116792,1950,"November","2014",311
"518","Besleria solanoides",12,2014-11-07,-78.599094,0.116792,1950,"November","2014",311
